trip_date,payment_type,company,total_trips,total_revenue,total_tips,total_fare
2025-12-06,Credit Card,Sun Taxi,452,16617.26,2709.00,11648.49
2025-12-06,Credit Card,Tac - American United Dispatch,2,32.10,5.35,22.25
2025-12-06,Credit Card,Taxicab Insurance Agency  LLC,54,1636.45,261.70,1165.00
2025-12-06,Credit Card,Taxicab Insurance Agency Llc,429,15613.21,2469.16,11194.75
2025-12-06,Credit Card,Top Cab,3,115.81,22.31,83.00
2025-12-06,Credit Card,Transit Administrative Center Inc,1064,29078.42,3920.70,22783.77
2025-12-06,Credit Card,U Taxicab,1,55.75,0.00,51.75
2025-12-06,Credit Card,Wolley Taxi,14,406.46,54.63,241.50
2025-12-06,Dispute,3556 - 36214 RC Andrews Cab,2,18.25,0.00,18.25
2025-12-06,Dispute,Chicago City Taxi Association,1,49.25,0.00,44.25
2025-12-06,Dispute,Transit Administrative Center Inc,6,139.00,0.00,129.50
2025-12-06,Mobile,5 Star Taxi,445,7482.80,740.33,6372.07
2025-12-06,Mobile,Blue Ribbon Taxi Association,481,6912.73,535.06,6101.67
2025-12-06,Mobile,Chicago Independents,526,8557.01,625.82,7571.19
2025-12-06,Mobile,Chicago Taxicab,17,217.15,18.36,189.29
2025-12-06,Mobile,Choice Taxi Association Inc,140,2157.61,130.18,1943.43
2025-12-06,Mobile,City Service,964,15251.68,1143.48,13467.70
2025-12-06,Mobile,Flash Cab,1411,21410.16,1542.45,19041.26
2025-12-06,Mobile,Globe Taxi,253,3738.30,281.13,3308.67
2025-12-06,Mobile,Koam Taxi Association,11,157.27,2.23,149.54
2025-12-06,Mobile,Medallion Leasin,248,3644.75,241.34,3249.41
2025-12-06,Mobile,Setare Inc,1,16.56,3.31,8.25
2025-12-06,Mobile,Star North Taxi Management Llc,2,29.97,0.00,28.97
2025-12-06,Mobile,Sun Taxi,1132,17975.27,1459.82,15710.45
2025-12-06,Mobile,Tac - American United Dispatch,11,173.68,26.31,141.87
2025-12-06,Mobile,Tac - Blue Diamond Dispatch,5,69.47,13.18,53.79
2025-12-06,Mobile,Tac - Checker Cab Dispatch,52,739.49,130.80,582.69
2025-12-06,Mobile,Tac - Yellow Cab Association,390,6339.86,1091.91,5052.95
2025-12-06,Mobile,Taxicab Insurance Agency Llc,1138,17652.21,1369.46,15504.25
2025-12-06,Mobile,Top Cab,20,458.77,43.50,347.27
2025-12-06,Mobile,Wolley Taxi,77,1133.30,88.87,1005.93
2025-12-06,No Charge,3556 - 36214 RC Andrews Cab,1,6.25,0.00,6.25
2025-12-06,No Charge,Chicago Independents,1,41.75,0.00,36.75
2025-12-06,No Charge,Transit Administrative Center Inc,47,667.75,0.00,636.25
2025-12-06,Prcard,5 Star Taxi,114,3175.54,17.29,3156.25
2025-12-06,Prcard,Blue Ribbon Taxi Association,50,1432.50,0.00,1432.50
2025-12-06,Prcard,Chicago Independents,38,743.75,0.00,743.75
2025-12-06,Prcard,Choice Taxi Association Inc,2,41.00,0.00,41.00
2025-12-06,Prcard,City Service,77,2031.95,0.70,2027.75
2025-12-06,Prcard,Flash Cab,759,18496.58,72.83,18362.25
2025-12-06,Prcard,Globe Taxi,20,499.25,0.00,499.25
2025-12-06,Prcard,Koam Taxi Association,1,18.50,0.00,18.50
2025-12-06,Prcard,Medallion Leasin,6,87.75,0.00,86.75
2025-12-06,Prcard,Sun Taxi,58,1038.57,0.07,1036.50
2025-12-06,Prcard,Taxicab Insurance Agency Llc,68,1309.91,0.41,1307.00
2025-12-06,Prcard,Wolley Taxi,7,100.75,0.00,100.75
2025-12-06,Unknown,5167 - 71969 5167 Taxi Inc,7,112.25,0.00,112.25
2025-12-06,Unknown,Choice Taxi Association Inc,2,60.25,0.00,58.25
2025-12-06,Unknown,Taxicab Insurance Agency  LLC,2,30.75,0.00,30.75
2025-12-06,Unknown,Transit Administrative Center Inc,335,8088.75,0.00,8048.25
2025-12-07,Cash,312 Medallion Management Corp,7,130.75,0.00,121.75
2025-12-07,Cash,3556 - 36214 RC Andrews Cab,1,23.25,0.00,23.25
2025-12-07,Cash,4053 - 40193 Adwar H. Nikola,1,47.25,0.00,43.25
2025-12-07,Cash,5 Star Taxi,182,4443.22,0.00,3759.05
2025-12-07,Cash,5167 - 71969 5167 Taxi Inc,2,41.75,0.00,37.75
2025-12-07,Cash,Blue Ribbon Taxi Association,73,1715.25,0.00,1534.75
2025-12-07,Cash,Chicago City Taxi Association,34,457.75,0.00,424.75
2025-12-07,Cash,Chicago Independents,106,2731.40,0.00,2417.10
2025-12-07,Cash,Chicago Taxicab,7,105.50,0.00,99.50
2025-12-07,Cash,Choice Taxi Association Inc,37,1090.50,0.00,1065.25
2025-12-07,Cash,City Service,169,3349.25,0.00,3030.25
2025-12-07,Cash,Flash Cab,631,19057.23,3.00,18495.65
2025-12-07,Cash,Globe Taxi,72,1727.65,0.00,1502.25
2025-12-07,Cash,Koam Taxi Association,3,21.25,0.00,18.25
2025-12-07,Cash,Medallion Leasin,51,687.25,0.00,642.25
2025-12-07,Cash,Patriot Taxi Dba Peace Taxi Associat,8,145.25,0.00,141.25
2025-12-07,Cash,Setare Inc,2,43.00,0.00,27.00
2025-12-07,Cash,Star North Taxi Management Llc,2,86.25,0.00,82.25
2025-12-07,Cash,Sun Taxi,280,6058.65,0.00,5368.15
2025-12-07,Cash,Tac - American United Dispatch,6,148.50,0.00,148.50
2025-12-07,Cash,Tac - Blue Diamond Dispatch,2,2.00,0.00,2.00
2025-12-07,Cash,Tac - Checker Cab Dispatch,13,111.51,0.00,111.51
2025-12-07,Cash,Tac - Yellow Cab Association,144,1301.87,0.00,1272.87
2025-12-07,Cash,Tac - Yellow Non Color,3,61.00,0.00,61.00
2025-12-07,Cash,Taxicab Insurance Agency  LLC,30,465.25,0.00,402.75
2025-12-07,Cash,Taxicab Insurance Agency Llc,323,8271.56,0.00,7097.74
2025-12-07,Cash,Top Cab,9,358.80,0.00,267.00
2025-12-07,Cash,Transit Administrative Center Inc,574,12076.54,0.00,11038.74
2025-12-07,Cash,U Taxicab,1,38.00,0.00,32.50
2025-12-07,Cash,Wolley Taxi,23,445.56,0.00,406.50
2025-12-07,Credit Card,2733 - 74600 Benny Jona,1,49.90,8.40,36.50
2025-12-07,Credit Card,312 Medallion Management Corp,11,527.85,95.60,374.25
2025-12-07,Credit Card,4053 - 40193 Adwar H. Nikola,2,94.05,15.80,69.25
2025-12-07,Credit Card,5 Star Taxi,336,16892.06,2368.52,12454.44
2025-12-07,Credit Card,5167 - 71969 5167 Taxi Inc,1,10.75,3.00,7.75
2025-12-07,Credit Card,Blue Ribbon Taxi Association,128,5449.11,769.61,3821.75
2025-12-07,Credit Card,Chicago City Taxi Association,55,2191.74,370.49,1625.75
2025-12-07,Credit Card,Chicago Independents,300,15015.51,2317.14,10648.30
2025-12-07,Credit Card,Chicago Taxicab,10,343.68,58.68,255.00
2025-12-07,Credit Card,Choice Taxi Association Inc,92,3851.47,550.84,2879.38
2025-12-07,Credit Card,City Service,408,19081.94,2892.67,13550.75
2025-12-07,Credit Card,Flash Cab,537,22765.66,3263.33,16887.75
2025-12-07,Credit Card,Globe Taxi,145,7013.10,1050.90,4683.50
2025-12-07,Credit Card,Koam Taxi Association,3,110.73,13.73,84.50
2025-12-07,Credit Card,Medallion Leasin,83,3505.27,552.52,2406.25
2025-12-07,Credit Card,Patriot Taxi Dba Peace Taxi Associat,4,45.00,11.00,31.00
2025-12-07,Credit Card,Setare Inc,8,385.10,52.35,219.25
2025-12-07,Credit Card,Star North Taxi Management Llc,4,180.72,27.22,131.50
2025-12-07,Credit Card,Sun Taxi,609,29050.61,4587.05,20383.89
2025-12-07,Credit Card,Tac - American United Dispatch,4,242.84,42.59,178.75
2025-12-07,Credit Card,Tac - Yellow Cab Association,1,19.20,3.20,15.50
2025-12-07,Credit Card,Taxicab Insurance Agency  LLC,50,2076.51,343.01,1539.75
2025-12-07,Credit Card,Taxicab Insurance Agency Llc,655,33092.03,4862.18,23845.76
2025-12-07,Credit Card,Top Cab,8,362.68,56.18,266.50
2025-12-07,Credit Card,Transit Administrative Center Inc,1217,41658.86,5634.31,32139.15
2025-12-07,Credit Card,U Taxicab,1,43.00,7.25,29.25
2025-12-07,Credit Card,Wolley Taxi,37,1420.10,185.35,1042.25
2025-12-07,Dispute,Chicago Independents,1,27.50,0.00,27.50
2025-12-07,Dispute,Transit Administrative Center Inc,6,180.00,0.00,164.00
2025-12-07,Mobile,5 Star Taxi,503,9342.80,745.74,8171.06
2025-12-07,Mobile,Blue Ribbon Taxi Association,358,6412.81,427.16,5691.40
2025-12-07,Mobile,Chicago Independents,633,11329.86,575.53,10199.83
2025-12-07,Mobile,Chicago Taxicab,26,369.26,12.87,343.39
2025-12-07,Mobile,Choice Taxi Association Inc,144,2647.28,172.20,2371.58
2025-12-07,Mobile,City Service,1019,17902.63,1012.11,16161.02
2025-12-07,Mobile,Flash Cab,1552,26881.60,1681.29,24122.31
2025-12-07,Mobile,Globe Taxi,263,4671.92,339.85,4088.82
2025-12-07,Mobile,Koam Taxi Association,9,450.53,54.61,318.42
2025-12-07,Mobile,Medallion Leasin,303,4784.79,235.09,4361.20
2025-12-07,Mobile,Patriot Taxi Dba Peace Taxi Associat,1,7.19,0.94,5.75
2025-12-07,Mobile,Star North Taxi Management Llc,6,86.88,4.65,75.23
2025-12-07,Mobile,Sun Taxi,1238,22118.97,1497.54,19632.43
2025-12-07,Mobile,Tac - American United Dispatch,23,404.99,61.25,332.24
2025-12-07,Mobile,Tac - Blue Diamond Dispatch,10,168.30,26.37,136.93
2025-12-07,Mobile,Tac - Checker Cab Dispatch,77,1256.83,209.19,1009.14
2025-12-07,Mobile,Tac - Yellow Cab Association,384,6753.80,1083.95,5477.85
2025-12-07,Mobile,Tac - Yellow Non Color,6,85.27,14.43,67.84
2025-12-07,Mobile,Taxicab Insurance Agency Llc,1218,22718.17,1743.73,19898.19
2025-12-07,Mobile,Top Cab,17,411.57,21.02,374.05
2025-12-07,Mobile,Wolley Taxi,86,1538.04,98.81,1374.23
2025-12-07,No Charge,Chicago City Taxi Association,1,7.75,0.00,6.75
2025-12-07,No Charge,Transit Administrative Center Inc,43,1219.75,0.00,1075.75
2025-12-07,Prcard,5 Star Taxi,92,2628.31,0.81,2622.50
2025-12-07,Prcard,Blue Ribbon Taxi Association,58,1672.00,0.00,1672.00
2025-12-07,Prcard,Chicago Independents,30,688.50,0.00,688.50
2025-12-07,Prcard,Choice Taxi Association Inc,2,23.00,0.00,23.00
2025-12-07,Prcard,City Service,43,1135.75,0.00,1130.75
2025-12-07,Prcard,Flash Cab,474,12145.57,41.57,12031.00
2025-12-07,Prcard,Globe Taxi,13,357.50,0.00,357.50
2025-12-07,Prcard,Medallion Leasin,2,27.75,0.00,26.75
2025-12-07,Prcard,Sun Taxi,28,476.02,4.02,461.00
2025-12-07,Prcard,Tac - Yellow Cab Association,1,32.75,0.00,32.75
2025-12-07,Prcard,Taxicab Insurance Agency Llc,38,870.75,6.00,853.25
2025-12-07,Prcard,Wolley Taxi,6,108.75,0.00,108.75
2025-12-07,Unknown,Chicago City Taxi Association,6,151.00,0.00,151.00
2025-12-07,Unknown,Chicago Independents,1,10.25,0.00,9.25
2025-12-07,Unknown,Choice Taxi Association Inc,6,176.75,0.00,174.75
2025-12-07,Unknown,Taxicab Insurance Agency  LLC,1,33.75,0.00,32.75
2025-12-07,Unknown,Transit Administrative Center Inc,272,7220.50,0.00,7162.00
2025-12-08,Cash,2733 - 74600 Benny Jona,1,18.50,0.00,13.50
2025-12-08,Cash,312 Medallion Management Corp,3,22.25,0.00,22.25
2025-12-08,Cash,3556 - 36214 RC Andrews Cab,2,44.50,0.00,44.50
2025-12-08,Cash,5 Star Taxi,169,4104.70,0.00,3608.25
2025-12-08,Cash,5167 - 71969 5167 Taxi Inc,3,63.00,0.00,57.00
2025-12-08,Cash,Blue Ribbon Taxi Association,187,2688.85,0.00,2453.00
2025-12-08,Cash,Chicago City Taxi Association,52,609.50,0.00,540.00
2025-12-08,Cash,Chicago Independents,278,5218.36,0.00,4625.50
2025-12-08,Cash,Chicago Taxicab,12,176.75,0.00,163.25
2025-12-08,Cash,Choice Taxi Association Inc,102,1327.54,0.00,1184.61
2025-12-08,Cash,City Service,376,5529.76,0.00,4945.00
2025-12-08,Cash,Flash Cab,1260,34919.28,0.00,34282.80
2025-12-08,Cash,Globe Taxi,112,2085.90,0.00,1797.25
2025-12-08,Cash,Koam Taxi Association,14,93.08,0.00,86.25
2025-12-08,Cash,Medallion Leasin,91,1319.01,0.00,1248.50
2025-12-08,Cash,Patriot Taxi Dba Peace Taxi Associat,8,54.25,0.00,54.25
2025-12-08,Cash,Setare Inc,9,73.75,0.00,62.75
2025-12-08,Cash,Sun Taxi,392,5765.94,0.00,4942.50
2025-12-08,Cash,Tac - American United Dispatch,12,6604.00,0.00,6604.00
2025-12-08,Cash,Tac - Blue Diamond Dispatch,4,60.00,0.00,60.00
2025-12-08,Cash,Tac - Checker Cab Dispatch,23,296.75,0.00,296.75
2025-12-08,Cash,Tac - Yellow Cab Association,237,8816.89,0.00,8792.39
2025-12-08,Cash,Tac - Yellow Non Color,15,217.50,0.00,215.00
2025-12-08,Cash,Taxicab Insurance Agency  LLC,96,1598.00,0.00,1564.00
2025-12-08,Cash,Taxicab Insurance Agency Llc,510,8764.60,0.00,7783.45
2025-12-08,Cash,Top Cab,18,571.80,0.00,445.00
2025-12-08,Cash,Transit Administrative Center Inc,836,13434.26,0.00,12156.51
2025-12-08,Cash,U Taxicab,6,87.00,0.00,83.00
2025-12-08,Cash,Wolley Taxi,29,512.25,0.00,488.25
2025-12-08,Credit Card,2733 - 74600 Benny Jona,3,163.30,27.30,121.00
2025-12-08,Credit Card,312 Medallion Management Corp,15,681.35,96.10,462.25
2025-12-08,Credit Card,4053 - 40193 Adwar H. Nikola,2,110.00,19.25,81.75
2025-12-08,Credit Card,4623 - 27290 Jay Kim,3,159.75,18.00,114.25
2025-12-08,Credit Card,5 Star Taxi,342,17257.54,2607.90,12240.40
2025-12-08,Credit Card,Blue Ribbon Taxi Association,221,7286.88,1143.13,5099.50
2025-12-08,Credit Card,Chicago City Taxi Association,68,2653.47,451.09,1751.00
2025-12-08,Credit Card,Chicago Independents,479,21610.93,3508.00,14780.58
2025-12-08,Credit Card,Chicago Taxicab,17,478.19,86.19,352.50
2025-12-08,Credit Card,Choice Taxi Association Inc,210,6481.61,1132.20,4657.78
2025-12-08,Credit Card,City Service,695,26864.74,4475.40,18796.50
2025-12-08,Credit Card,Flash Cab,677,24577.87,3804.76,17774.65
2025-12-08,Credit Card,Globe Taxi,238,10817.69,1582.14,7600.00
2025-12-08,Credit Card,Koam Taxi Association,10,322.33,56.08,197.75
2025-12-08,Credit Card,Medallion Leasin,134,4653.03,721.28,3128.00
2025-12-08,Credit Card,Patriot Taxi Dba Peace Taxi Associat,6,95.95,23.45,65.50
2025-12-08,Credit Card,Setare Inc,11,370.86,68.36,257.50
2025-12-08,Credit Card,Star North Taxi Management Llc,3,242.40,19.15,163.25
2025-12-08,Credit Card,Sun Taxi,842,34948.63,5791.79,24157.26
2025-12-08,Credit Card,Tac - American United Dispatch,2,117.60,19.60,87.00
2025-12-08,Credit Card,Tac - Yellow Cab Association,3,117.15,24.65,78.00
2025-12-08,Credit Card,Taxicab Insurance Agency  LLC,138,4307.79,705.64,3228.40
2025-12-08,Credit Card,Taxicab Insurance Agency Llc,1016,43625.46,6915.14,30169.98
2025-12-08,Credit Card,Top Cab,7,335.26,54.76,242.00
2025-12-08,Credit Card,Transit Administrative Center Inc,1489,48916.49,7619.05,36245.59
2025-12-08,Credit Card,U Taxicab,13,238.45,46.70,169.75
2025-12-08,Credit Card,Wolley Taxi,33,1321.22,205.47,889.25
2025-12-08,Dispute,Chicago City Taxi Association,1,15.50,0.00,10.50
2025-12-08,Dispute,Chicago Independents,1,78.98,0.00,78.98
2025-12-08,Dispute,Choice Taxi Association Inc,1,64.00,0.00,40.00
2025-12-08,Dispute,Taxicab Insurance Agency  LLC,3,34.25,0.00,28.75
2025-12-08,Dispute,Transit Administrative Center Inc,5,11.50,0.00,10.00
2025-12-08,Mobile,5 Star Taxi,316,6285.49,657.57,5256.10
2025-12-08,Mobile,Blue Ribbon Taxi Association,321,5010.06,443.45,4335.61
2025-12-08,Mobile,Chicago Independents,538,9838.90,918.30,8417.70
2025-12-08,Mobile,Chicago Taxicab,3,46.71,5.96,35.25
2025-12-08,Mobile,Choice Taxi Association Inc,111,1949.22,129.11,1741.61
2025-12-08,Mobile,City Service,773,13629.84,1243.53,11741.30
2025-12-08,Mobile,Flash Cab,911,15397.34,1408.15,13330.69
2025-12-08,Mobile,Globe Taxi,181,3519.18,381.81,2978.37
2025-12-08,Mobile,Koam Taxi Association,19,342.65,53.23,274.92
2025-12-08,Mobile,Medallion Leasin,194,2865.35,250.61,2475.24
2025-12-08,Mobile,Setare Inc,3,78.60,13.10,57.00
2025-12-08,Mobile,Star North Taxi Management Llc,1,16.57,0.00,16.07
2025-12-08,Mobile,Sun Taxi,716,13138.79,1267.08,11182.71
2025-12-08,Mobile,Tac - American United Dispatch,8,174.97,25.78,145.19
2025-12-08,Mobile,Tac - Blue Diamond Dispatch,14,191.30,31.76,152.54
2025-12-08,Mobile,Tac - Checker Cab Dispatch,43,781.57,137.01,623.06
2025-12-08,Mobile,Tac - Yellow Cab Association,361,6448.75,1097.27,5170.98
2025-12-08,Mobile,Tac - Yellow Non Color,8,200.19,26.12,170.07
2025-12-08,Mobile,Taxicab Insurance Agency Llc,914,16900.63,1634.19,14357.69
2025-12-08,Mobile,Top Cab,18,355.20,34.46,299.74
2025-12-08,Mobile,Wolley Taxi,54,779.85,68.32,645.53
2025-12-08,No Charge,Chicago City Taxi Association,2,63.00,0.00,59.00
2025-12-08,No Charge,Transit Administrative Center Inc,50,1023.59,0.00,920.54
2025-12-08,Prcard,5 Star Taxi,136,3620.11,7.36,3605.75
2025-12-08,Prcard,Blue Ribbon Taxi Association,84,2518.85,8.60,2510.25
2025-12-08,Prcard,Chicago Independents,31,434.62,10.62,420.00
2025-12-08,Prcard,Choice Taxi Association Inc,3,34.75,0.00,34.75
2025-12-08,Prcard,City Service,95,2626.71,8.21,2616.50
2025-12-08,Prcard,Flash Cab,945,22040.39,92.64,21876.75
2025-12-08,Prcard,Globe Taxi,22,605.00,0.00,605.00
2025-12-08,Prcard,Koam Taxi Association,4,61.00,0.00,61.00
2025-12-08,Prcard,Medallion Leasin,6,82.00,0.00,82.00
2025-12-08,Prcard,Setare Inc,1,7.50,2.00,5.50
2025-12-08,Prcard,Sun Taxi,72,1460.88,10.13,1444.25
2025-12-08,Prcard,Tac - Yellow Cab Association,1,29.50,0.00,29.50
2025-12-08,Prcard,Taxicab Insurance Agency Llc,103,1874.94,9.94,1857.00
2025-12-08,Prcard,Top Cab,1,28.25,0.00,28.25
2025-12-08,Prcard,Wolley Taxi,9,106.00,0.00,105.00
2025-12-08,Unknown,3556 - 36214 RC Andrews Cab,3,71.50,0.00,71.50
2025-12-08,Unknown,5167 - 71969 5167 Taxi Inc,3,44.75,0.00,44.75
2025-12-08,Unknown,Chicago City Taxi Association,3,59.75,0.00,58.75
2025-12-08,Unknown,Choice Taxi Association Inc,10,295.25,0.00,292.25
2025-12-08,Unknown,Taxicab Insurance Agency  LLC,2,51.25,0.00,51.25
2025-12-08,Unknown,Transit Administrative Center Inc,444,10744.40,5.40,10652.50
2025-12-08,Unknown,U Taxicab,2,22.75,0.00,22.75
2025-12-09,Cash,312 Medallion Management Corp,5,59.50,0.00,54.50
2025-12-09,Cash,4053 - 40193 Adwar H. Nikola,1,7.50,0.00,6.50
2025-12-09,Cash,5 Star Taxi,199,3406.41,0.00,3094.83
2025-12-09,Cash,5167 - 71969 5167 Taxi Inc,6,78.00,0.00,74.00
2025-12-09,Cash,Blue Ribbon Taxi Association,155,1919.50,0.00,1718.25
2025-12-09,Cash,Chicago City Taxi Association,69,653.50,0.00,616.00
2025-12-09,Cash,Chicago Independents,261,4613.81,0.00,4118.77
2025-12-09,Cash,Chicago Taxicab,7,132.00,0.00,116.50
2025-12-09,Cash,Choice Taxi Association Inc,100,1274.50,0.00,1218.00
2025-12-09,Cash,City Service,411,5137.51,0.00,4680.26
2025-12-09,Cash,Flash Cab,1436,40576.09,0.00,40062.69
2025-12-09,Cash,Globe Taxi,135,1899.00,0.00,1696.50
2025-12-09,Cash,Koam Taxi Association,3,27.75,0.00,27.75
2025-12-09,Cash,Medallion Leasin,106,1438.07,0.00,1288.27
2025-12-09,Cash,Patriot Taxi Dba Peace Taxi Associat,4,34.25,0.00,34.25
2025-12-09,Cash,Setare Inc,4,24.00,0.00,23.00
2025-12-09,Cash,Star North Taxi Management Llc,4,103.50,0.00,71.50
2025-12-09,Cash,Sun Taxi,397,5563.86,0.00,4952.26
2025-12-09,Cash,Tac - American United Dispatch,12,6273.75,0.00,6273.75
2025-12-09,Cash,Tac - Blue Diamond Dispatch,6,70.25,0.00,70.25
2025-12-09,Cash,Tac - Checker Cab Dispatch,24,260.92,0.00,260.92
2025-12-09,Cash,Tac - Yellow Cab Association,289,8508.77,0.00,8500.77
2025-12-09,Cash,Tac - Yellow Non Color,12,221.75,0.00,221.75
2025-12-09,Cash,Taxicab Insurance Agency  LLC,92,1599.75,0.00,1542.25
2025-12-09,Cash,Taxicab Insurance Agency Llc,498,7702.97,0.00,6927.25
2025-12-09,Cash,Top Cab,20,459.40,0.00,386.50
2025-12-09,Cash,Transit Administrative Center Inc,817,11834.55,0.00,10765.75
2025-12-09,Cash,U Taxicab,9,109.75,0.00,94.25
2025-12-09,Cash,Wolley Taxi,28,394.50,0.00,331.00
2025-12-09,Credit Card,2733 - 74600 Benny Jona,2,72.50,15.50,52.00
2025-12-09,Credit Card,312 Medallion Management Corp,18,588.75,102.50,439.25
2025-12-09,Credit Card,4053 - 40193 Adwar H. Nikola,2,105.35,17.60,79.75
2025-12-09,Credit Card,4623 - 27290 Jay Kim,3,134.15,24.40,97.75
2025-12-09,Credit Card,5 Star Taxi,345,14907.06,2253.29,10995.05
2025-12-09,Credit Card,5167 - 71969 5167 Taxi Inc,1,7.50,2.00,5.50
2025-12-09,Credit Card,Blue Ribbon Taxi Association,173,5232.47,771.59,3861.63
2025-12-09,Credit Card,Chicago City Taxi Association,69,1982.04,390.79,1416.25
2025-12-09,Credit Card,Chicago Independents,456,17465.92,2798.48,12635.79
2025-12-09,Credit Card,Chicago Taxicab,11,517.70,72.95,364.75
2025-12-09,Credit Card,Choice Taxi Association Inc,197,6399.05,1002.48,4810.07
2025-12-09,Credit Card,City Service,649,23145.60,3898.04,16106.02
2025-12-09,Credit Card,Flash Cab,665,19635.05,3226.97,14233.40
2025-12-09,Credit Card,Globe Taxi,231,8649.14,1355.89,6148.25
2025-12-09,Credit Card,Koam Taxi Association,6,248.70,43.45,180.75
2025-12-09,Credit Card,Medallion Leasin,155,4664.11,754.86,3279.75
2025-12-09,Credit Card,Patriot Taxi Dba Peace Taxi Associat,5,66.50,16.00,48.00
2025-12-09,Credit Card,Setare Inc,8,242.00,46.50,169.00
2025-12-09,Credit Card,Star North Taxi Management Llc,2,52.95,9.95,37.00
2025-12-09,Credit Card,Sun Taxi,831,31244.42,5294.57,21717.15
2025-12-09,Credit Card,Tac - American United Dispatch,4,121.59,19.84,96.75
2025-12-09,Credit Card,Tac - Yellow Cab Association,3,34.00,7.00,24.50
2025-12-09,Credit Card,Taxicab Insurance Agency  LLC,112,3193.71,594.51,2407.20
2025-12-09,Credit Card,Taxicab Insurance Agency Llc,1000,38238.73,6333.71,27183.26
2025-12-09,Credit Card,Top Cab,21,654.30,112.30,472.50
2025-12-09,Credit Card,Transit Administrative Center Inc,1509,44407.74,6928.98,33206.18
2025-12-09,Credit Card,U Taxicab,12,249.95,48.20,187.75
2025-12-09,Credit Card,Wolley Taxi,38,1467.04,224.04,948.00
2025-12-09,Dispute,Chicago City Taxi Association,2,9.75,0.00,9.75
2025-12-09,Dispute,Chicago Independents,1,3.25,0.00,3.25
2025-12-09,Dispute,Transit Administrative Center Inc,6,108.50,0.00,106.50
2025-12-09,Mobile,5 Star Taxi,438,7318.69,608.72,6339.47
2025-12-09,Mobile,Blue Ribbon Taxi Association,420,6083.52,482.68,5344.84
2025-12-09,Mobile,Chicago Independents,729,12343.21,996.37,10739.84
2025-12-09,Mobile,Chicago Taxicab,15,489.65,64.30,395.35
2025-12-09,Mobile,Choice Taxi Association Inc,159,2765.59,207.05,2447.04
2025-12-09,Mobile,City Service,1006,17372.48,1518.98,15013.00
2025-12-09,Mobile,Flash Cab,1101,17226.06,1425.05,15118.08
2025-12-09,Mobile,Globe Taxi,268,4367.12,439.32,3707.29
2025-12-09,Mobile,Koam Taxi Association,19,371.22,41.13,320.59
2025-12-09,Mobile,Medallion Leasin,260,3977.93,362.08,3408.35
2025-12-09,Mobile,Patriot Taxi Dba Peace Taxi Associat,1,48.00,8.00,35.50
2025-12-09,Mobile,Star North Taxi Management Llc,1,17.93,1.00,16.43
2025-12-09,Mobile,Sun Taxi,1052,17562.84,1743.60,14972.24
2025-12-09,Mobile,Tac - American United Dispatch,6,128.69,22.38,96.31
2025-12-09,Mobile,Tac - Blue Diamond Dispatch,17,288.93,46.91,233.52
2025-12-09,Mobile,Tac - Checker Cab Dispatch,48,797.88,132.19,641.69
2025-12-09,Mobile,Tac - Yellow Cab Association,432,6824.44,1156.89,5444.55
2025-12-09,Mobile,Tac - Yellow Non Color,3,79.08,15.04,62.54
2025-12-09,Mobile,Taxicab Insurance Agency Llc,1268,20976.90,1987.39,17918.51
2025-12-09,Mobile,Top Cab,13,206.04,26.45,167.09
2025-12-09,Mobile,Wolley Taxi,59,873.29,62.78,764.26
2025-12-09,No Charge,Choice Taxi Association Inc,1,3.25,0.00,3.25
2025-12-09,No Charge,Transit Administrative Center Inc,54,845.75,0.00,790.25
2025-12-09,Prcard,5 Star Taxi,138,3739.31,15.56,3718.75
